uf,municipio,site_base,url_concursos,confianza_concursos,url_processos_seletivos,confianza_processos,urls_extras_concursos,urls_extras_processos,tier_concursos,tier_processos,method,razao,notes,checked_at
RS,Mariano Moro,https://www.marianomoro.rs.gov.br,https://www.marianomoro.rs.gov.br/pg.php?area=PUBLICACOES&subarea=4&ano=0,confirmado,https://www.marianomoro.rs.gov.br/pg.php?area=PUBLICACOES&subarea=5&ano=0,confirmado,,,t1,t1,t0+t1+t3,[t1] Páginas específicas de categoria e com listagem de todos os anos para cada tipo.,5 candidates (5 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Marques De Souza,https://www.marquesdesouza.rs.gov.br,https://www.marquesdesouza.rs.gov.br/publicacoes/concurso-publico/null/null,confirmado,https://www.marquesdesouza.rs.gov.br/publicacoes/processo-seletivo-publico/null/null,confirmado,,,t1,t1,t0+t1+t3,[t1] Escolhemos as páginas de listagem mais amplas (todos os anos) e específicas para cada tipo de seleção.,8 candidates (6 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Mata,https://mata.rs.gov.br,https://mata.rs.gov.br/concursos-e-processos-seletivos/,confirmado,https://mata.rs.gov.br/concursos-e-processos-seletivos/,confirmado,,,t1,t1,t0+t1+t3,"[t1] A URL é uma página índice combinada para concursos e processos seletivos, sendo a única candidata.",1 candidates (1 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Mato Castelhano,https://www.matocastelhano.rs.gov.br,https://portal.matocastelhano.rs.gov.br:8282/sys523/publico/concursosPublicos.xhtml,confirmado,https://portal.matocastelhano.rs.gov.br:8282/sys523/publico/concursosPublicos.xhtml,confirmado,,,t1,t1,t0+t1+t3,[t1] URL no portal oficial lista ambos concursos e processos seletivos de forma combinada e robusta.,5 candidates (5 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Mato Leitão,https://matoleitao.rs.gov.br,https://matoleitao.rs.gov.br/concursos-publicos/,confirmado,https://matoleitao.rs.gov.br/concursos/,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs [0] e [1] são as páginas índice canônicas e separadas para concursos públicos e processos seletivos, respectivamente.",14 candidates (14 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Mato Queimado,https://www.matoqueimado.rs.gov.br,https://www.matoqueimado-rs.com.br/site/concursos,confirmado,https://www.matoqueimado-rs.com.br/site/concursos,confirmado,,,,,t0+t1+t2+t2dir+t2dir+t4,,"1 candidates (0 fetchable); no valid index page found | rev_humana: hallado via Google (site .com.br, no rs.gov.br); indice /site/concursos verificado (15 PSS) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Maximiliano De Almeida,https://www.maximilianodealmeida.rs.gov.br,https://maximilianodealmeida.rs.gov.br/publicacoes/17,confirmado,https://maximilianodealmeida.rs.gov.br/publicacoes/18,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs 1 e 2 são páginas de categoria específicas e separadas para concursos públicos e processos seletivos.,6 candidates (6 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Minas Do Leão,https://www.minasdoleao.rs.gov.br,,,https://www.minasdoleao.rs.gov.br/contratacao?ContratacaoSearch%5Bid_contratacao_categoria%5D=1&ContratacaoSearch%5Bano%5D=&ContratacaoSearch%5Bq%5D=,confirmado,,,,t1,t0+t1+t3+t2+t2dir+t4,[t1] URL [0] é a única página de listagem geral para Processos Seletivos Simplificados. Não há página para concursos. | [t4] Nenhuma URL candidata é uma página de listagem (índice); todas são editais individuais.,42 candidates (41 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Miraguaí,https://www.miraguai.rs.gov.br,https://www.miraguai.rs.gov.br/concurso/categoria/25/concurso/,confirmado,https://www.miraguai.rs.gov.br/concurso/categoria/24/processo-seletivo/,confirmado,,,t1,t1,t0+t1+t3,[t1] Categorias específicas são melhores que a página genérica para filtrar concursos e processos seletivos.,12 candidates (12 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Montauri,https://www.montauri.rs.gov.br,https://www.montauri.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,https://www.montauri.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,,,t1,t1,t0+t1+t3,[t1] A URL é uma página índice combinada para concursos públicos e processos seletivos.,1 candidates (1 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Monte Alegre Dos Campos,https://www.montealegredoscampos.rs.gov.br,https://www.montealegredoscampos.rs.gov.br/portal-da-transparencia/editais,confirmado,https://www.montealegredoscampos.rs.gov.br/portal-da-transparencia/editais,confirmado,,,,,t0+t1+t2+t2dir+t2dir+t4,[t2] Páginas genéricas de 'Editais' em Portal da Transparência provavelmente incluem licitações e não filtram concursos/PSS.,"4 candidates (2 fetchable); no valid index page found | rev_humana: hallado via Google; Editais Portal Transparencia verificado (4 PSS) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Monte Belo Do Sul,https://www.montebelodosul.rs.gov.br,https://www.montebelodosul.rs.gov.br/concurso/cat/12,confirmado,https://www.montebelodosul.rs.gov.br/concurso/cat/2,confirmado,,,t1,t1,t0+t1+t3,[t1] Páginas de categoria dedicadas e separadas para concursos e processos seletivos.,5 candidates (5 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Montenegro,https://www.montenegro.rs.gov.br,https://www.montenegro.rs.gov.br/municipio/publicacoes/concursos-publicos,confirmado,https://www.montenegro.rs.gov.br/municipio/publicacoes/processos-seletivos-1,confirmado,https://www.montenegro.rs.gov.br/municipio/publicacoes/concursos-publicos/concurso-publico-2016 | https://www.montenegro.rs.gov.br/municipio/publicacoes/concursos-publicos/concurso-publico-2019 | https://www.montenegro.rs.gov.br/municipio/publicacoes/concursos-publicos/concurso-publico-2025 | https://www.fundatec.org.br/portal/concursos/index_concursos.php?concurso=1011 | https://www.fundatec.org.br/portal/concursos/pagina_editais.php?concurso=1011,,t2,t1,t0+t1+t3+t2,[t1] URL [3] é uma página índice dedicada a processos seletivos; nenhuma URL serve para concursos. | [t2] Página dedicada a concursos públicos; não há URL específica para processos seletivos entre os candidatos.,14 candidates (11 fetchable); cierre_grounded: grounded(2ch): A busca do Google mostra que a URL é a página de concursos públicos da Prefeitura de Montenegro e li,2026-06-27T07:15:37.164146+00:00
RS,Mormaço,https://www.mormaco.rs.gov.br,https://www.mormaco.rs.gov.br/publicacoes/concurso/,confirmado,https://www.mormaco.rs.gov.br/publicacoes/#,confirmado,,,t1,t4,t0+t1+t3+t2+t2dir+t4,"[t1] A URL é uma página índice dedicada a concursos públicos, sem candidata para processos seletivos. | [t2] A URL candidata é para um concurso cultural (escolha da corte), não para concursos públicos ou PSS. | [t4] A página de 'Publicações' é a mais provável para listar concursos e PSS, sendo a mais genérica e adequada entre as opções.","8 candidates (6 fetchable); cierre_grounded: grounded(2ch): A página lista múltiplos editais, incluindo processos seletivos e concursos, da Prefeitura de Mormaç",2026-06-27T07:15:37.164146+00:00
RS,Morrinhos Do Sul,https://www.morrinhosdosul.rs.gov.br,https://www.morrinhosdosul.rs.gov.br/contratacao?ContratacaoSearch%5Bid_contratacao_categoria%5D=3&ContratacaoSearch%5Bano%5D=&ContratacaoSearch%5Bq%5D=,confirmado,https://www.morrinhosdosul.rs.gov.br/contratacao/index?ContratacaoSearch%5Bid_contratacao_categoria%5D=2&ContratacaoSearch%5Bano%5D=&ContratacaoSearch%5Bq%5D=,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs são listagens filtradas por categoria (Concursos e PSS) e exibem todos os anos.,5 candidates (5 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Morro Redondo,https://www.morroredondo.rs.gov.br,https://www.morroredondo.rs.gov.br/portal/editais/1/3/0/0/0/41/0/0/0/data-realizacao-decrescente/0,confirmado,https://www.morroredondo.rs.gov.br/portal/editais/1/3/0/0/0/42/0/0/0/data-realizacao-decrescente/0,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs 2 e 3 são páginas de categoria específicas para concursos e PSS, oferecendo listagens detalhadas de editais.",4 candidates (4 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Morro Reuter,https://www.morroreuter.rs.gov.br,https://www.morroreuter.rs.gov.br/concursos-publicos,confirmado,https://www.morroreuter.rs.gov.br/portal-da-transparencia/processos-seletivos,confirmado,,,t1,t1,t0+t1+t3,"[t1] Páginas dedicadas e separadas para cada tipo, preferindo a listagem geral de concursos sobre a de 'vigentes'.",3 candidates (3 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Mostardas,https://www.mostardas.rs.gov.br,https://www.mostardas.rs.gov.br/contratacao?ContratacaoSearch%5Bid_contratacao_categoria%5D=2&ContratacaoSearch%5Bano%5D=&ContratacaoSearch%5Bq%5D=,confirmado,https://www.mostardas.rs.gov.br/contratacao?ContratacaoSearch%5Bid_contratacao_categoria%5D=1&ContratacaoSearch%5Bano%5D=&ContratacaoSearch%5Bq%5D=,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas índice, filtradas por categoria específica e não por ano, sendo as mais canônicas.",15 candidates (15 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Muçum,https://www.mucum.rs.gov.br,https://mucum.rs.gov.br/publico/editais/vertodos-editais,confirmado,https://mucum.rs.gov.br/publico/editais/vertodos-editais,confirmado,,,,,t0+t1+t2+t2dir+t2dir+t4,,1 candidates (0 fetchable); no valid index page found | candidato_google: /editais-gerais (pipeline dio nothing); confirmar con auditor | rev_humana(Chrome): URL corregida (/editais-gerais daba 500); /publico/editais/vertodos-editais verificado (10 PSS + 23 items),2026-06-27T07:15:37.164146+00:00
RS,Muitos Capões,https://www.muitoscapoes.rs.gov.br,https://www.muitoscapoes.rs.gov.br/editais,confirmado,https://www.muitoscapoes.rs.gov.br/editais,confirmado,,,t4,t4,t0+t1+t2+t2dir+t2dir+t4,"[t2] Página geral de editais filtrada para as categorias específicas de concursos e processos seletivos. | [t2dir] A URL candidata é uma página genérica de 'Editais/Publicações' e provavelmente inclui licitações, que são rejeitadas. | [t4] Página de transparência com listagem combinada de concursos e processos seletivos, filtrável por ano.",7 candidates (3 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Muliterno,https://www.cidade-brasil.com.br,,,,,,,,,t2site+t1+t2+t2dir+t2dir+t4,,no valid index page found,2026-06-27T07:15:37.164146+00:00
RS,Não-Me-Toque,https://naometoque.rs.gov.br,https://naometoque.rs.gov.br/publicacoes/concursos-publicos/,confirmado,https://naometoque.rs.gov.br/processoseletivo/,confirmado,,,t1,t1,t0+t1+t3,"[t1] Páginas dedicadas e abrangentes para concursos públicos e processos seletivos, respectivamente.",18 candidates (18 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nicolau Vergueiro,https://www.nicolauvergueiro.rs.gov.br,https://www.nicolauvergueiro.rs.gov.br/servicos/area-administrativa/concursos,confirmado,,,,https://nicolauvergueiro.rs.gov.br/noticias/1505-inscricoes-abertas-para-processo-seletivo-simplificado | https://drive.google.com/drive/folders/1rpSsnSLUzVjxyq6ZVnQ347HkTbOkJz2g?usp=sharing,t1,,t0+t1+t3+t2+t2dir+t4,"[t1] A página é o índice oficial de concursos públicos, conforme título e URL. Não há URL específica para PSS. | [t2] URL [1] é uma página de listagem específica para concursos; nenhuma página de listagem para PSS foi encontrada. | [t4] O URL é um Google Drive, não uma página de listagem oficial de concursos ou PSS.",9 candidates (5 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nonoai,https://www.nonoai.rs.gov.br,https://www.nonoai.rs.gov.br/publicacoes/concursos/concursos,confirmado,https://www.nonoai.rs.gov.br/publicacoes/concursos/seletivos,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas índice específicas para concursos e processos seletivos, não individuais ou combinadas.",16 candidates (16 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Alvorada,https://www.novaalvorada.rs.gov.br,https://www.novaalvorada.rs.gov.br/concursos,confirmado,https://www.novaalvorada.rs.gov.br/concursos,confirmado,,,t1,t1,t0+t1+t3,[t1] Apenas URL [3] lista concursos e PSS sem ser licitação ou cultural.,6 candidates (6 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Araçá,https://www.novaaraca.rs.gov.br,https://www.novaaraca.rs.gov.br/portal-da-transparencia/concurso-publico,confirmado,https://www.novaaraca.rs.gov.br/portal-da-transparencia/processo-seletivo-publico,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs são páginas índice específicas para concursos públicos e processos seletivos públicos.,3 candidates (3 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Bassano,https://www.novabassano.rs.gov.br,https://novabassano.rs.gov.br/contratacao?ContratacaoSearch[id_contratacao_categoria]=1,confirmado,https://novabassano.rs.gov.br/pagina/view/15?slug=processo-seletivo,confirmado,,,t1_combined,t1,t0+t1+t3,[t1] URL [0] é a única página de listagem para Processos Seletivos; nenhuma para Concursos Públicos. | [combined] Page also contains concursos content,"4 candidates (3 fetchable) | rev_humana(Chrome): /contratacao filtrado Concurso Publico lista multiplos (01/2023,01/2022,01/2017,01/2015) con filtros; URL corregida desde slug processo-seletivo, confirmado",2026-06-27T07:15:37.164146+00:00
RS,Nova Boa Vista,https://novaboavista.rs.gov.br/pt_BR,https://novaboavista.rs.gov.br/pt_BR/concursos,confirmado,https://novaboavista.rs.gov.br/pt_BR/concursos,confirmado,,,t1,t1,t0+t1+t3,"[t1] Página índice combinada para concursos e processos seletivos, conforme título e menu.",1 candidates (1 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Bréscia,,,,,,,,,,tier0_failed,,site_not_found,2026-06-27T07:15:37.164146+00:00
RS,Nova Candelária,https://www.novacandelaria.rs.gov.br/site,http://www.novacandelaria.rs.gov.br/site/concursos,confirmado,http://www.novacandelaria.rs.gov.br/site/concursos,confirmado,,,t1,t1,t0+t1+t3,"[t1] A URL [1] é a única página de listagem geral, contendo tanto concursos públicos quanto processos seletivos.",18 candidates (18 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Esperança Do Sul,https://www.novaesperancadosul.rs.gov.br/site,https://www.novaesperancadosul.rs.gov.br/site/concursos,confirmado,https://www.novaesperancadosul.rs.gov.br/site/concursos,confirmado,,,t1,t1,t0+t1+t3,"[t1] A URL [0] é a única página de índice geral para 'Concursos', que provavelmente lista ambos os tipos de editais.",19 candidates (19 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Hartz,https://www.novahartz.rs.gov.br,https://www.novahartz.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,https://www.novahartz.rs.gov.br/portal-da-transparencia/processo-seletivo,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs dedicadas e específicas para concursos públicos e processos seletivos.,2 candidates (2 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Pádua,https://www.novapadua.rs.gov.br,https://www.novapadua.rs.gov.br/portal.php?pagina=portal_concursos#conteudo,confirmado,https://www.novapadua.rs.gov.br/portal.php?pagina=portal_concursos&modalidade=2,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas índice específicas para concursos e processos seletivos, conforme menu e parâmetros.",3 candidates (3 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Palma,https://www.novapalma.rs.gov.br/home,https://www.novapalma.rs.gov.br/editais/concursos,confirmado,https://www.novapalma.rs.gov.br/editais/processos-seletivos,confirmado,,,t1,t1,t0+t1+t3,"[t1] As URLs são páginas índice específicas e separadas para concursos e processos seletivos, conforme as regras.",2 candidates (2 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Petrópolis,https://www.novapetropolis.rs.gov.br,https://www.novapetropolis.rs.gov.br/portal-da-transparencia/concurso-publico,confirmado,https://www.novapetropolis.rs.gov.br/portal-da-transparencia/editais-selecao-simplificada,confirmado,,,t1,t2,t0+t1+t3+t2,"[t1] URL [1] é o índice mais amplo para concursos públicos; não há URL para processos seletivos. | [t2] A URL lista editais de seleção simplificada, ideal para processos seletivos, mas não concursos públicos.","4 candidates (3 fetchable) | rev_humana(Chrome): indice processos verificado, ascendido a confirmado",2026-06-27T07:15:37.164146+00:00
RS,Nova Prata,https://www.novaprata.rs.gov.br,https://www.novaprata.rs.gov.br/page/62,confirmado,https://www.novaprata.rs.gov.br/page/62,confirmado,,https://www.novaprata.rs.gov.br/items/Editais/3122/EDITAL%20071%20-%20%20PSS%20CONTRA%C3%87%C3%83O%20PROFESSOR%20DE%20LINGUA%20PORTUGUESA.,t1,t1_combined,t0+t1+t3,[t1] URL [0] é um índice de concursos públicos no site principal. Nenhuma URL candidata é um índice para processos seletivos. | [combined] Page also contains processos content,"6 candidates (6 fetchable) | rev_humana(Chrome): /page/62 lista Concurso Publico + multiplos PROCESSO SELETIVO SIMPLIFICADO, confirmado",2026-06-27T07:15:37.164146+00:00
RS,Nova Ramada,https://www.novaramada.rs.gov.br,https://www.novaramada.rs.gov.br/editais,confirmado,https://www.novaramada.rs.gov.br/editais,confirmado,https://www.novaramada.rs.gov.br/concurso-publico-2024,https://www.novaramada.rs.gov.br/editais/1378-processo-seletivo-03-2026 | https://www.novaramada.rs.gov.br/editais/1334-processo-seletivo-02-2026 | https://www.novaramada.rs.gov.br/editais/1312-processo-seletivo-01-2026 | https://www.novaramada.rs.gov.br/editais/1256-processo-seletivo-07-2025 | https://www.novaramada.rs.gov.br/editais/1204-processo-seletivo-06-2025,,,t0+t1+t3+t2+t2dir+t2dir+t4,[t1] Nenhuma URL candidata é uma página índice/listagem; todas são editais individuais. | [t2] Página de editais com filtros específicos para concursos e processos seletivos.,"10 candidates (9 fetchable); no valid index page found | rev_humana: hallado via Google; /editais verificado (1 concurso + 12 PSS) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Nova Roma Do Sul,https://www.novaromadosul.rs.gov.br,https://www.novaromadosul.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,,,,,t1,,t0+t1+t3+t2+t2dir+t4,"[t1] URL [0] é uma página índice dedicada a concursos públicos; nenhuma URL para processos seletivos. | [t2] A URL candidata é para contratações emergenciais, não para concursos públicos ou processos seletivos.",8 candidates (3 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Nova Santa Rita,https://novasantarita.atende.net,https://novasantarita.atende.net/cidadao/pagina/concurso-publico-2023,confirmado,https://novasantarita.atende.net/cidadao/pagina/processos-seletivos-2025,confirmado,,,t1,t1,t0+t1+t3,"[t1] As páginas mais recentes e abrangentes para cada tipo, na ausência de um índice canônico de 'todos os anos'.",19 candidates (19 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Novo Barreiro,https://www.novobarreiro.rs.gov.br,https://www.novobarreiro.rs.gov.br/portal/?mn=publicacao&t=S,confirmado,https://www.novobarreiro.rs.gov.br/portal/?mn=publicacao&t=S,confirmado,,,,,t0+t1+t2+t2dir+t2dir+t4,,"6 candidates (0 fetchable); no valid index page found | rev_humana: hallado via Google; publicacoes verificado (32 PSS) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Novo Cabrais,https://www.novocabrais.rs.gov.br,https://www.novocabrais.rs.gov.br/concurso/categoria/25/concurso/,confirmado,https://www.novocabrais.rs.gov.br/concurso/categoria/24/processo-seletivo/,confirmado,,,t1,t1,t0+t1+t3,"[t1] Foram escolhidas as páginas de categoria específicas para concursos e processos seletivos, conforme as regras de preferência.",13 candidates (13 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Novo Hamburgo,https://www.novohamburgo.rs.gov.br,https://www.novohamburgo.rs.gov.br/concursos,confirmado,https://www.novohamburgo.rs.gov.br/processos-seletivos,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs [1] e [2] são páginas de listagem canônicas e dedicadas para concursos e processos seletivos, respectivamente.",12 candidates (12 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Novo Machado,https://www.novomachado.rs.gov.br/site,http://www.novomachado.rs.gov.br/site/concursos,confirmado,http://www.novomachado.rs.gov.br/site/concursos,confirmado,,,t1,t1,t0+t1+t3,"[t1] A URL [1] é a página índice geral para concursos e inclui processos seletivos, pois não há índice separado para PSS.",15 candidates (15 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Novo Tiradentes,https://www.novotiradentesrs.com.br/site,https://novotiradentesrs.com.br/site/concursos,confirmado,https://novotiradentesrs.com.br/site/concursos,confirmado,,https://www.novotiradentesrs.com.br/site/editais/17823-processo-seletivo-simplificado-n-0032026,t1,t1_combined,t0+t1+t3,"[t1] URL [0] é uma listagem de concursos; as outras são editais individuais, não listagens. | [combined] Page also contains processos content","3 candidates (3 fetchable) | rev_humana(Chrome): /site/concursos 'Concursos e Selecoes Publicas' lista Concurso Publico + Selecao Publica con filtros Tipo/Ano/Status, confirmado",2026-06-27T07:15:37.164146+00:00
RS,Novo Xingu,https://www.novoxingu.rs.gov.br,https://www.novoxingu.rs.gov.br/transparencia/adm/concursos,confirmado,https://www.novoxingu.rs.gov.br/transparencia/adm/concursos,confirmado,,,t1,t1,t0+t1+t3,[t1] A URL [0] é a única página de listagem que abrange concursos públicos e processos seletivos.,14 candidates (14 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Osório,https://osorio.atende.net,https://osorio.atende.net/subportal/concursos/arquivo,confirmado,https://osorio.atende.net/subportal/processo-seletivo,confirmado,,,t1,t1,t0+t1+t3,[t1] Páginas índice separadas e abrangentes para concursos (incluindo arquivos) e processos seletivos.,3 candidates (3 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Paim Filho,https://www.paimfilho.rs.gov.br,https://www.paimfilho.rs.gov.br/pg.php?area=PUBLICACOES&subarea=38&ano=0,confirmado,https://www.paimfilho.rs.gov.br/pg.php?area=PUBLICACOES&subarea=25&ano=0,confirmado,,,t1,t1,t0+t1+t3,"[t1] Páginas específicas para cada tipo (Concurso Público e Processo Seletivo), listando todos os anos.",10 candidates (10 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Palmares Do Sul,https://palmaresdosul.rs.gov.br/novosite,https://palmaresdosul.rs.gov.br/novosite/editais/categorias/concursos,confirmado,https://palmaresdosul.rs.gov.br/novosite/editais/categorias/proseletivo/,confirmado,https://palmaresdosul.rs.gov.br/novosite/concurso-de-escolha-das-soberanas-da-arrozarte-2023/,,t2dir,t1,t0+t1+t3+t2+t2dir,"[t1] Nenhuma página de concursos públicos encontrada; para PSS, a URL [6] é uma listagem de categoria específica. | [t2] URL [1] é uma página de categoria específica para Processos Seletivos; nenhuma URL serve para Concursos. | [t2dir] A URL é uma página de listagem de categoria específica para concursos, conforme as regras.",22 candidates (20 fetchable); cierre_grounded: grounded(5ch): A busca do Google mostra que a URL é uma página de listagem de editais da Prefeitura de Palmares do ,2026-06-27T07:15:37.164146+00:00
RS,Palmeira Das Missões,https://palmeiradasmissoes.atende.net,,revisar,,revisar,https://palmeiradasmissoes.atende.net/cidadao/pagina/edital-de-abertura-concurso-publico-n-012022 | https://palmeiradasmissoes.atende.net/cidadao/pagina/edital-n-0092023 | https://palmeiradasmissoes.atende.net/cidadao/pagina/edital-n-0552022-convoca-candidato-aprovado-em-concurso-publico-para-o-cargo-de-monitor | https://palmeiradasmissoes.atende.net/cidadao/pagina/edital-n-0532022-convoca-candidatos-aprovados-em-concurso-publico-para-o-cargo-de-monitor | https://palmeiradasmissoes.atende.net/cidadao/pagina/edital-n-0462022-convoca-candidatos-aprovados-em-concurso-publico-para-o-cargo-de-monitor,https://palmeiradasmissoes.atende.net/cidadao/pagina/processo-seletivo-n-262023 | https://palmeiradasmissoes.atende.net/cidadao/pagina/processo-seletivo-simplificado-n-0572022 | https://palmeiradasmissoes.atende.net/cidadao/pagina/edital-de-processo-seletivo-simplificado-n-0572022 | https://palmeiradasmissoes.atende.net/cidadao/pagina/edital-de-processo-seletivo-simplificado-n-0042023 | https://palmeiradasmissoes.atende.net/cidadao/pagina/assunto-divulgacao-do-resultado-final-do-processo-seletivo-simplificado-n-0572022,,,t0+t1+t3+t2+t2dir+t2dir+t4,[t1] Nenhuma URL candidata é uma página índice/listagem; todas são editais ou documentos individuais.,139 candidates (137 fetchable); no valid index page found,2026-06-27T07:15:37.164146+00:00
RS,Palmitinho,https://palmitinho.atende.net,https://palmitinho.atende.net/autoatendimento/servicos/editais-de-concursos-publicos-e-processos-seletivos,confirmado,https://palmitinho.atende.net/autoatendimento/servicos/editais-de-concursos-publicos-e-processos-seletivos,confirmado,,,t4,t4,t0+t1+t2+t2dir+t2dir+t4,"[t4] É uma página índice combinada para concursos públicos e processos seletivos, conforme o título e URL.","2 candidates (1 fetchable) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Panambi,https://panambi.atende.net,https://panambi.atende.net/cidadao/pagina/concurso,confirmado,https://panambi.atende.net/cidadao/pagina/concurso,confirmado,,,t2,t2,t0+t1+t2,"[t2] Página índice de concursos, provável que inclua PSS, e a única candidata relevante.","2 candidates (1 fetchable) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Pantano Grande,https://www.pantanogrande.rs.gov.br,https://www.pantanogrande.rs.gov.br/portal/editais/3,confirmado,https://www.pantanogrande.rs.gov.br/portal/editais/3,confirmado,,,t1,t1_combined,t0+t1+t3,[t1] Candidato [0] é uma listagem de editais de concurso público; [1] é concurso cultural. | [combined] Page also contains processos content,"2 candidates (2 fetchable) | rev_humana(Chrome): /portal/editais/3 'Editais de Concurso' filtro tipo, lista multiplos PSS (009-2026,008-2026), confirmado",2026-06-27T07:15:37.164146+00:00
RS,Paraí,https://www.parai.rs.gov.br,https://www.parai.rs.gov.br/concursos,confirmado,https://www.parai.rs.gov.br/concursos,confirmado,,,t1,,t0+t1+t3+t2+t2dir+t4,[t1] Página dedicada a concursos públicos; não há URL específica para processos seletivos entre os candidatos.,"2 candidates (1 fetchable) | FP_ai[concursos]: ai_tipo_equivocado(rendered): A página lista apenas processos seletivos, não concursos públicos. | rev_humana: CONCURSO PUBLICO 01/2024 listado (paginas posteriores) | rev_humana(Chrome): /concursos es combinada (concursos+PSS); processos misma URL",2026-06-27T07:15:37.164146+00:00
RS,Paraíso Do Sul,https://www.paraisodosul.rs.gov.br,https://www.paraisodosul.rs.gov.br/concurso/categoria/25/concurso/,confirmado,https://www.paraisodosul.rs.gov.br/concurso/categoria/24/processo-seletivo/,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas de índice de categoria específicas para concursos e processos seletivos, conforme as regras.",18 candidates (11 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Pareci Novo,https://www.parecinovo.rs.gov.br/site,https://www.parecinovo.rs.gov.br/site/concursos,confirmado,https://www.parecinovo.rs.gov.br/site/processos-seletivos,confirmado,https://www.parecinovo.rs.gov.br/site/evento/16/concurso-de-escolha-das-soberanas-da-9-citrusflor-de-pareci-novo-2026,,t2,t2,t0+t1+t3+t2,"[t1] A única URL candidata é um concurso cultural (soberanas), que deve ser rejeitado. | [t2] URLs são páginas índice dedicadas e específicas para concursos e processos seletivos.","4 candidates (3 fetchable) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
