uf,municipio,ibge,site_base,url_concursos,url_processos_seletivos,url_editais,url_convocacoes,url_diario_publicacoes,status_concursos,status_processos_seletivos,status_convocacoes,status_diario_publicacoes,confidence,method,gemini_used,notes,checked_at
RS,Floriano Peixoto,4308250,https://florianopeixoto.rs.gov.br/,https://florianopeixoto.rs.gov.br/concursos,https://florianopeixoto.rs.gov.br/editais,https://florianopeixoto.rs.gov.br/editais,https://florianopeixoto.rs.gov.br/editais,,boa,revisar,revisar,nao_encontrada,0.8,heuristic+gemini,1,"A seção de editais pode conter processos seletivos e convocações, mas é genérica. Não há diário oficial explícito.",2026-06-24T15:36:44.538841+00:00
RS,Fontoura Xavier,4308300,https://fontouraxavier.rs.gov.br/,https://fontouraxavier.rs.gov.br/concurso/id/202?processo-seletivo.html,https://fontouraxavier.rs.gov.br/concurso/id/202?processo-seletivo.html,https://fontouraxavier.rs.gov.br/licitacao/id/1001?edital.html,https://fontouraxavier.rs.gov.br/concurso/id/201?convocacao.html,https://fontouraxavier.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:46.625871+00:00
RS,Formigueiro,4308409,https://formigueiro.rs.gov.br/,https://formigueiro.rs.gov.br/concursos-publicos,https://formigueiro.rs.gov.br/processos-seletivos,https://formigueiro.rs.gov.br/edital,https://formigueiro.rs.gov.br/nomeacoes,https://formigueiro.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:46.945577+00:00
RS,Forquetinha,4308433,https://www.forquetinha.rs.gov.br/,,,https://www.forquetinha.rs.gov.br/portal/editais,,https://www.forquetinha.rs.gov.br/portal/diario-oficial,nao_encontrada,nao_encontrada,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL de editais parece ser genérica e inclui outros tipos de editais além de concursos e processos seletivos. Não foram encontradas URLs específicas para concursos, processos seletivos ou convocações.",2026-06-24T15:36:49.618322+00:00
RS,Fortaleza dos Valos,4308458,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:52.222707+00:00
RS,Frederico Westphalen,4308508,https://www.fredericowestphalen-rs.com.br/,,,https://www.fredericowestphalen-rs.com.br/documento?DocumentoSearch%5Bid_secretaria%5D=&DocumentoSearch%5Bid_documento_categoria%5D=16&DocumentoSearch%5Bq%5D=,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.6,heuristic+gemini,1,"A URL para editais gerais parece ser a de 'Documentos Gerais' com uma categoria específica (16), o que pode incluir editais. Não foram encontradas URLs específicas para concursos, processos seletivos, convocações ou diário oficial.",2026-06-24T15:36:52.335802+00:00
RS,Garibaldi,4308607,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:53.390446+00:00
RS,Garruchos,4308656,https://garruchos.rs.gov.br/,https://garruchos.rs.gov.br/concursos-publicos,https://garruchos.rs.gov.br/processos-seletivos,https://garruchos.rs.gov.br/edital,https://garruchos.rs.gov.br/nomeacoes,https://garruchos.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:53.839208+00:00
RS,Gaurama,4308706,https://www.gaurama.rs.gov.br/site,https://www.gaurama.rs.gov.br/site/anexos/search?tipo=5,https://www.gaurama.rs.gov.br/site/anexos/search?tipo=5,https://www.gaurama.rs.gov.br/site/anexospub/search?tipo=11&categoria=28&ano=2026&anchor=60746,,https://www.gaurama.rs.gov.br/site/anexos/search?tipo=11,boa,boa,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL para concursos e processos seletivos é a mesma ('Concursos & Seleções'). Não foi encontrada uma URL específica para convocações/nomeações. A URL de editais aponta para uma busca específica de 2026, o que pode não ser estável.",2026-06-24T15:36:54.605255+00:00
RS,General Câmara,4308805,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:54.666649+00:00
RS,Gentil,4308854,https://www.gentil.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,Nenhuma URL relevante encontrada nos candidatos. O site principal retorna 'Index of /'.,2026-06-24T15:36:55.614497+00:00
RS,Getúlio Vargas,4308904,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:55.967356+00:00
RS,Giruá,4309001,https://girua.rs.gov.br/site,,https://girua.rs.gov.br/site/editais/17719-edital-n-1532026---promove-selecao-publica-simplif,https://girua.rs.gov.br/site/editais/17719-edital-n-1532026---promove-selecao-publica-simplif,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.7,heuristic+gemini,1,"O site possui uma seção de 'editais' que contém alguns editais de seleção pública simplificada, mas não há seções claras para concursos, processos seletivos ou convocações. O link para editais é inferido a partir dos links de editais individuais.",2026-06-24T15:36:56.092161+00:00
RS,Glorinha,4309050,https://glorinha.rs.gov.br/,https://glorinha.rs.gov.br/concursos-publicos,,https://glorinha.rs.gov.br/,,https://glorinha.rs.gov.br/publicacoes-oficiais,boa,nao_encontrada,nao_encontrada,boa,1,heuristic+gemini,1,"URLs para concursos e publicações oficiais encontradas. Processos seletivos, editais e convocações não foram encontrados nos candidatos fornecidos.",2026-06-24T15:36:56.877200+00:00
RS,Gramado,4309100,https://gramado.atende.net/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"Apenas a URL base foi fornecida nos candidatos, não sendo possível identificar URLs específicas para as categorias solicitadas.",2026-06-24T15:36:57.346275+00:00
RS,Gramado dos Loureiros,4309126,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:59.426939+00:00
RS,Gramado Xavier,4309159,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:59.574857+00:00
RS,Gravataí,4309209,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:00.435164+00:00
RS,Guabiju,4309258,https://guabiju.rs.gov.br/,https://guabiju.rs.gov.br/contratacao?ContratacaoSearch%5Bid_contratacao_categoria%5D=8,https://guabiju.rs.gov.br/contratacao/index?ContratacaoSearch%5Bid_contratacao_categoria%5D=9,https://guabiju.rs.gov.br/documento?DocumentoSearch%5Bid_secretaria%5D=&DocumentoSearch%5Bid_documento_categoria%5D=15&DocumentoSearch%5Bq%5D=,https://guabiju.rs.gov.br/contratacao/index?ContratacaoSearch%5Bid_contratacao_categoria%5D=15,,boa,boa,boa,nao_encontrada,0.8,heuristic+gemini,1,"As URLs de concursos, processos seletivos e convocações foram inferidas a partir de filtros de categoria na seção de 'Contratações'. A URL de editais gerais foi inferida a partir de um filtro de categoria na seção de 'Documentos Gerais'. Não foi encontrada uma seção explícita para diário oficial/publicações.",2026-06-24T15:37:00.656217+00:00
RS,Guaíba,4309308,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:00.894005+00:00
RS,Guaporé,4309407,https://www.guapore.rs.gov.br/,https://www.guapore.rs.gov.br/concursos-publicos,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,Apenas a URL de concursos públicos foi encontrada com alta confiança. As demais não foram identificadas entre os candidatos fornecidos.,2026-06-24T15:37:01.274656+00:00
RS,Guarani das Missões,4309506,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:01.511228+00:00
RS,Harmonia,4309555,https://www.harmonia.rs.gov.br/web,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,Nenhuma URL específica para as categorias solicitadas foi encontrada no texto fornecido do site base. O texto é genérico e não contém links de navegação relevantes.,2026-06-24T15:37:01.628588+00:00
RS,Herval,4307104,https://herval.rs.gov.br/,https://herval.rs.gov.br/concursos/listar?cat=4&categoria=concurso-publico,https://herval.rs.gov.br/concursos/listar?cat=5&categoria=processo-seletivo,https://herval.rs.gov.br/noticias/interna/760/edital-de-termo-de-constatacao-e-intimacao-n-01,https://herval.rs.gov.br/concursos/resultados,https://herval.rs.gov.br/noticias/interna/760/edital-de-termo-de-constatacao-e-intimacao-n-01,boa,boa,boa,revisar,0.8,heuristic+gemini,1,"A URL para editais e diário oficial aponta para uma notícia individual de edital, não para uma seção geral de editais ou diário oficial. Seria ideal ter uma URL mais abrangente para esses itens.",2026-06-24T15:37:02.268589+00:00
RS,Herveiras,4309571,https://www.herveiras.rs.gov.br/,https://www.herveiras.rs.gov.br/pg.php?area=CONCURSOS,,,,https://www.herveiras.rs.gov.br/pg.php?area=PUBLICACOES&subarea=20&ano=2026,boa,nao_encontrada,nao_encontrada,revisar,0.8,heuristic+gemini,1,"A URL de publicações é genérica e inclui um ano específico (2026), o que pode não ser estável para o diário oficial.",2026-06-24T15:37:03.930062+00:00
RS,Horizontina,4309605,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:06.465986+00:00
RS,Hulha Negra,4309654,https://hulhanegra.rs.gov.br/,https://hulhanegra.rs.gov.br/concurso/visualizar/id/4103?processo-seletivo-simplificado-no-0072026.html,https://hulhanegra.rs.gov.br/concurso/visualizar/id/4103?processo-seletivo-simplificado-no-0072026.html,https://hulhanegra.rs.gov.br/licitacao/id/110?chamamento-publico.html,https://hulhanegra.rs.gov.br/concurso/id/201?convocacao.html,https://hulhanegra.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:06.957236+00:00
RS,Humaitá,4309704,https://humaita.rs.gov.br/,https://humaita.rs.gov.br/concurso-publico,https://humaita.rs.gov.br/concurso-publico,https://humaita.rs.gov.br/arquivos/cpt_public_legais/editais,https://humaita.rs.gov.br/arquivos/cpt_public_legais/processo-seletivo-02-2019-classificacao-preliminar,https://humaita.rs.gov.br/publicacoes-legais,boa,boa,revisar,boa,0.8,heuristic+gemini,1,"A página 'Concursos, Editais e Seleções' parece ser a mais abrangente para concursos e processos seletivos. A URL de convocações aponta para um edital específico de classificação preliminar, não uma seção geral. A página 'Publicações Legais' parece ser o diário oficial.",2026-06-24T15:37:09.365305+00:00
RS,Ibarama,4309753,https://ibarama.rs.gov.br/,https://ibarama.rs.gov.br/editais/concursos-publicos,https://ibarama.rs.gov.br/editais/processos-seletivos,https://ibarama.rs.gov.br/editais,https://ibarama.rs.gov.br/convocacoes,https://ibarama.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.9,heuristic+gemini,1,"URLs para concursos, processos seletivos, editais, convocações e diário oficial foram encontradas e parecem estáveis.",2026-06-24T15:37:10.453027+00:00
RS,Ibiaçá,4309803,https://www.ibiaca.rs.gov.br/,https://www.ibiaca.rs.gov.br/pg.php?area=CONCURSOS,,,,https://www.ibiaca.rs.gov.br/pg.php?area=PUBLICACOES&subarea=16&ano=2026,boa,nao_encontrada,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL de publicações oficiais foi escolhida com base na estrutura de URL que inclui 'PUBLICACOES' e um 'subarea' genérico, que pode ser uma seção de diário oficial ou publicações gerais. As outras subareas (17 e 18) também são de publicações, mas a 16 parece ser a mais genérica. Não foram encontradas URLs específicas para processos seletivos, editais gerais ou convocações/nomeações.",2026-06-24T15:37:12.412298+00:00
RS,Ibiraiaras,4309902,https://www.ibiraiaras.rs.gov.br/,https://www.ibiraiaras.rs.gov.br/publicacao-legal/concurso-publico,https://www.ibiraiaras.rs.gov.br/concurso-publico-e-processo-seletivo-com-inscricoes-abertas,https://www.ibiraiaras.rs.gov.br/publicacao-legal/editais,https://www.ibiraiaras.rs.gov.br/publicacao-legal/concurso-publico,https://www.ibiraiaras.rs.gov.br/publicacoes-legais-conforme-a-lei-n-2449-2020,boa,revisar,revisar,boa,0.8,heuristic+gemini,1,"A página de processos seletivos é uma notícia individual. A página de concursos públicos pode conter convocações, mas não é uma seção dedicada.",2026-06-24T15:37:12.805991+00:00
RS,Ibirapuitã,4309951,https://ibirapuita.rs.gov.br/,https://ibirapuita.rs.gov.br/concurso/id/202?processo-seletivo.html,https://ibirapuita.rs.gov.br/concurso/id/202?processo-seletivo.html,https://ibirapuita.rs.gov.br/licitacao/id/1002?credenciamento.html,https://ibirapuita.rs.gov.br/concurso/id/201?convocacao.html,https://ibirapuita.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:15.318644+00:00
RS,Ibirubá,4310009,https://ibiruba.rs.gov.br/,https://ibiruba.rs.gov.br/publicacoes-oficiais/concursospublicos,https://ibiruba.rs.gov.br/processosseletivos,https://ibiruba.rs.gov.br/publicacoes-oficiais/chamamentopublico,,https://ibiruba.rs.gov.br/publicacoes-oficiais,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,"A URL para editais foi inferida a partir de 'Chamamentos Públicos', que é uma categoria comum para editais gerais. Não foi encontrada uma seção específica para convocações/nomeações.",2026-06-24T15:37:17.371112+00:00
RS,Igrejinha,4310108,https://igrejinha.rs.gov.br/,https://igrejinha.rs.gov.br/concursos.php,https://igrejinha.rs.gov.br/seletivos.php,https://igrejinha.rs.gov.br/editais2.php,,,boa,boa,nao_encontrada,nao_encontrada,0.9,heuristic+gemini,1,Editais gerais direcionados para 'Editais Diversos'. Não foram encontradas URLs específicas para convocações ou diário oficial.,2026-06-24T15:37:19.603433+00:00
RS,Ijuí,4310207,https://ijui.rs.gov.br/,https://ijui.rs.gov.br/concursos-publicos,https://ijui.rs.gov.br/processos-seletivos,https://ijui.rs.gov.br/edital,https://ijui.rs.gov.br/nomeacoes,https://ijui.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:19.728266+00:00
RS,Ilópolis,4310306,https://ilopolis.rs.gov.br/,https://ilopolis.rs.gov.br/concursos-publicos,https://ilopolis.rs.gov.br/processos-seletivos,https://ilopolis.rs.gov.br/edital,https://ilopolis.rs.gov.br/nomeacoes,https://ilopolis.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:22.589942+00:00
RS,Imbé,4310330,https://www.imbe.rs.gov.br/,https://www.imbe.rs.gov.br/editais/concursos-publicos,https://www.imbe.rs.gov.br/processos-seletivos,https://www.imbe.rs.gov.br/edital,https://www.imbe.rs.gov.br/nomeacoes,https://www.imbe.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:25.147095+00:00
RS,Imigrante,4310363,https://www.imigrante.rs.gov.br/,https://www.imigrante.rs.gov.br/concursos-publicos,https://www.imigrante.rs.gov.br/processos-seletivos,https://www.imigrante.rs.gov.br/edital,https://www.imigrante.rs.gov.br/nomeacoes,https://www.imigrante.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:25.275797+00:00
RS,Independência,4310405,https://www.independencia.rs.gov.br/site,http://www.independencia.rs.gov.br/site/concursos,,http://www.independencia.rs.gov.br/site/editais,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.6,heuristic+gemini,1,"URL para processos seletivos, convocações e diário oficial não encontrada.",2026-06-24T15:37:27.031840+00:00
RS,Inhacorá,4310413,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:28.706481+00:00
RS,Ipê,4310439,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:29.441652+00:00
RS,Ipiranga do Sul,4310462,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:29.679083+00:00
RS,Iraí,4310504,https://www.irai.rs.gov.br/,https://www.irai.rs.gov.br/portal-da-transparencia/concursos-e-processos-seletivos,https://www.irai.rs.gov.br/portal-da-transparencia/concursos-e-processos-seletivos,https://www.irai.rs.gov.br/portal-da-transparencia/licitacoes-e-editais,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,Concursos e processos seletivos estão na mesma página. Editais gerais estão em 'Licitações e Editais'. Não foi encontrada uma seção específica para convocações ou diário oficial.,2026-06-24T15:37:29.783279+00:00
RS,Itaara,4310538,https://itaara.rs.gov.br/,https://itaara.rs.gov.br/concursos-e-processos-seletivos,https://itaara.rs.gov.br/concursos-e-processos-seletivos,https://itaara.rs.gov.br/editais,https://itaara.rs.gov.br/concursos-e-processos-seletivos,https://itaara.rs.gov.br/licitacoes/processo-no-177-2026-inexigibilidade-n-66-2026-despacho-do-prefeito-curso-famurs,boa,boa,revisar,nao_encontrada,0.8,heuristic+gemini,1,"A página de 'Concursos e Processos Seletivos' parece ser a principal para ambos. A página '/editais' é mais genérica e inclui licitações, mas também tem alguns processos seletivos. Não foi encontrada uma seção específica para convocações/nomeações ou diário oficial.",2026-06-24T15:37:29.931869+00:00
RS,Itacurubi,4310553,https://itacurubi.rs.gov.br/site,,,https://itacurubi.rs.gov.br/site/conteudos/6071-edital-de-chamamento-puacuteblico-nordm-0012024,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.6,heuristic+gemini,1,"O site não possui seções claras para concursos, processos seletivos, convocações ou diário oficial. O único link que parece ser um edital geral é um edital de chamamento público, mas não há uma seção dedicada a editais.",2026-06-24T15:37:31.406671+00:00
RS,Itapuca,4310579,https://www.itapuca.rs.gov.br/,https://www.itapuca.rs.gov.br/editais/concursos-publicos,https://www.itapuca.rs.gov.br/processos-seletivos,https://www.itapuca.rs.gov.br/edital,https://www.itapuca.rs.gov.br/nomeacoes,https://www.itapuca.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:33.899181+00:00
RS,Itaqui,4310603,https://www.itaqui.rs.gov.br/,https://www.itaqui.rs.gov.br/concursos,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,A URL /concursos parece ser a seção dedicada a concursos. As demais não foram encontradas nos candidatos fornecidos.,2026-06-24T15:37:34.168601+00:00
RS,Itati,4310652,https://www.itati.rs.gov.br/,,https://www.itati.rs.gov.br/portal-da-transparencia/processos-seletivos,,,,nao_encontrada,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"URL para concursos, editais gerais, convocações e diário oficial não encontradas nos candidatos fornecidos.",2026-06-24T15:37:35.264065+00:00
RS,Itatiba do Sul,4310702,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:36.431150+00:00
RS,Ivorá,4310751,https://www.ivora.rs.gov.br/home,https://www.ivora.rs.gov.br/editais/concursos-publicos,https://www.ivora.rs.gov.br/processos-seletivos,https://www.ivora.rs.gov.br/edital,https://www.ivora.rs.gov.br/nomeacoes,https://www.ivora.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:36.568862+00:00
RS,Ivoti,4310801,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:36.753666+00:00
RS,Jaboticaba,4310850,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:38.276872+00:00
RS,Jacuizinho,4310876,https://www.jacuizinho.rs.gov.br/,https://www.jacuizinho.rs.gov.br/categoria/publicacoes/concursos,https://www.jacuizinho.rs.gov.br/categoria/publicacoes/processos-seletivos,https://www.jacuizinho.rs.gov.br/categoria/publicacoes/editais,,,boa,boa,nao_encontrada,nao_encontrada,0.9,heuristic+gemini,1,"As URLs para concursos, processos seletivos e editais gerais são categorias claras e estáveis. Não foram encontradas URLs específicas para convocações/nomeações ou diário/publicações oficiais.",2026-06-24T15:37:38.498731+00:00
RS,Jacutinga,4310900,https://jacutinga.rs.gov.br/,https://jacutinga.rs.gov.br/publicacoes_legais/editais-de-convocacao-concurso-publico,https://jacutinga.rs.gov.br/publicacoes_legais/processo-seletivo-no-01-2016,https://jacutinga.rs.gov.br/publicacoes_legais/editais-de-convocacao-concurso-publico,https://jacutinga.rs.gov.br/publicacoes_legais/editais-de-convocacao-concurso-publico,,boa,boa,boa,nao_encontrada,0.55,heuristic,0,,2026-06-24T15:37:39.312478+00:00
RS,Jaguarão,4311007,https://www.jaguarao.rs.gov.br/,https://www.jaguarao.rs.gov.br/concurso-publico-2012,https://www.jaguarao.rs.gov.br/editais/editais-2022/processos-seletivos-2022,https://www.jaguarao.rs.gov.br/editais,,https://www.jaguarao.rs.gov.br/publicacoes,revisar,boa,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL de concursos aponta para um concurso específico de 2012, não para uma seção geral. A URL de processos seletivos é específica para 2022, mas é a melhor opção encontrada. Não foi encontrada uma seção clara para convocações/nomeações.",2026-06-24T15:37:39.589963+00:00
RS,Jaguari,4311106,https://jaguari.rs.gov.br/,https://jaguari.rs.gov.br/pagina/40/nomeacoes-do-concurso-publico-0012025-professores,https://jaguari.rs.gov.br/processos-seletivos,https://jaguari.rs.gov.br/edital,https://jaguari.rs.gov.br/pagina/40/nomeacoes-do-concurso-publico-0012025-professores,https://jaguari.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:42.053833+00:00
RS,Jaquirana,4311122,https://www.jaquirana.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"Nenhuma URL especÃ­fica para concursos, processos seletivos, convocaÃ§Ãµes ou diÃ¡rio oficial foi encontrada nos candidatos fornecidos. O site principal nÃ£o lista essas seÃ§Ãµes diretamente no menu principal.",2026-06-24T15:37:44.749859+00:00
RS,Jari,4311130,https://www.jari.rs.gov.br/home,https://www.jari.rs.gov.br/editais/concursos-publicos,https://www.jari.rs.gov.br/processos-seletivos,https://www.jari.rs.gov.br/midias/noticias/prefeitura-de-jari-abre-inscries-para-cursos-gratuitos-por-meio-de-edital-de-chamamento-pblico-do-programa-rs-qualificao/6158,https://www.jari.rs.gov.br/nomeacoes,https://www.jari.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:44.820323+00:00
RS,Jóia,4311155,https://www.joia.rs.gov.br/,https://www.joia.rs.gov.br/concurso/visualizar/id/1775?edital-pss-professor-de-ingles.html,https://www.joia.rs.gov.br/concurso/visualizar/id/1775?edital-pss-professor-de-ingles.html,https://www.joia.rs.gov.br/licitacao/id/110?chamamento-publico--credenciamento.html,https://www.joia.rs.gov.br/concurso/id/201?convocacao.html,https://www.joia.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:45.200273+00:00
RS,Júlio de Castilhos,4311205,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:47.346187+00:00
RS,Lagoa Bonita do Sul,4311239,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:47.352651+00:00
RS,Lagoa dos Três Cantos,4311270,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:47.513585+00:00
RS,Lagoa Vermelha,4311304,https://lagoavermelha.rs.gov.br/,https://lagoavermelha.rs.gov.br/cidadao/pagina/concursos-e-processos-seletivos,https://lagoavermelha.rs.gov.br/cidadao/pagina/concursos-e-processos-seletivos,https://lagoavermelha.rs.gov.br/cidadao/pagina/editais-de-fomento,,https://lagoavermelha.rs.gov.br/cidadao/pagina/arquivo-diario-oficial-eletronico,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,"A página de concursos e processos seletivos é a mesma. Não foi encontrada uma página específica para convocações/nomeações. Existem páginas de editais específicos (fomento, cultura, educação, desporto), mas 'editais-de-fomento' foi escolhido como o mais genérico para 'editais'.",2026-06-24T15:37:47.535968+00:00
RS,Lagoão,4311254,https://lagoao.rs.gov.br/,https://lagoao.rs.gov.br/pg.php?area=CONCURSOS,,,,https://lagoao.rs.gov.br/pg.php?area=PUBLICACOES&subarea=17&ano=2026,boa,nao_encontrada,nao_encontrada,revisar,0.7,heuristic+gemini,1,"A URL de diário/publicações é genérica e aponta para um ano específico (2026), o que pode não ser estável.",2026-06-24T15:37:47.641387+00:00
RS,Lajeado,4311403,https://www.lajeado.rs.gov.br/,https://www.lajeado.rs.gov.br/editais/concursos-publicos,https://www.lajeado.rs.gov.br/processos-seletivos,https://www.lajeado.rs.gov.br/edital,https://www.lajeado.rs.gov.br/nomeacoes,https://www.lajeado.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:37:49.667846+00:00
RS,Lajeado do Bugre,4311429,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:50.580513+00:00
RS,Lavras do Sul,4311502,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:50.711618+00:00
RS,Liberato Salzano,4311601,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:50.841218+00:00
RS,Lindolfo Collor,4311627,https://www.lindolfocollor.rs.gov.br/,,,https://www.lindolfocollor.rs.gov.br/editais,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A URL de editais foi encontrada, mas não há URLs específicas para concursos, processos seletivos, convocações ou diário oficial entre os candidatos fornecidos.",2026-06-24T15:37:51.108456+00:00
RS,Linha Nova,4311643,https://www.linhanova.rs.gov.br/,https://www.linhanova.rs.gov.br/concursos-publicos,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,Concursos públicos encontrado. Outros não encontrados.,2026-06-24T15:37:51.548715+00:00
RS,Maçambará,4311718,https://macambara.atende.net/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"Nenhuma URL específica para concursos, processos seletivos, editais, convocações ou diário oficial foi encontrada nos candidatos fornecidos. A URL base não contém links diretos para essas seções.",2026-06-24T15:37:52.256940+00:00
RS,Machadinho,4311700,https://machadinho.rs.gov.br/,https://machadinho.rs.gov.br/concurso,https://machadinho.rs.gov.br/processo-seletivo,https://machadinho.rs.gov.br/editais,,https://machadinho.rs.gov.br/diario-oficial,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,"URLs para concursos, processos seletivos, editais e diário oficial foram encontradas. Não foi encontrada uma URL específica para convocações/nomeações.",2026-06-24T15:37:52.471573+00:00
RS,Mampituba,4311734,https://www.mampituba.rs.gov.br/,https://www.mampituba.rs.gov.br/concursos-publicos,https://www.mampituba.rs.gov.br/concursos-publicos,https://www.mampituba.rs.gov.br/editais-publicados-pelo-comdica,,,boa,revisar,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A página de concursos públicos também menciona processos seletivos, mas não há uma página dedicada apenas a processos seletivos. A página de editais é específica do COMDICA, não sendo uma página geral de editais. Não foram encontradas páginas dedicadas a convocações ou diário oficial/publicações oficiais.",2026-06-24T15:37:54.695835+00:00
